title,url,image,price,old_price,discount_amount_uah,rating,reviews_count,availability,badges,brand,discount_percent
"Вино Les Charmes De Grand Corbin 2014, червоне, сухе, 0.75 л",https://maudau.com.ua/product/vyno-les-charmes-de-grand-corbin-2014-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/77/6a/96/776a96b3-3558-47de-8ac0-74a8fcb6a0f2.jpg,959,,,,,В наявності,,Вино,
"Вино Chateau Cambon La Pelouse 2017, червоне, сухе, 0.75 л",https://maudau.com.ua/product/vyno-chateau-cambon-la-pelouse-2017-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/44/67/04/44670436-f7e4-4c9b-9703-9f90fd5092ba.jpg,999,1003,4,,,В наявності,,Вино,
"Вино Domaine Valiniere Saint Drezery Fut De Chene AOP Coteaux du Languedoc, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-domaine-valiniere-saint-drezery-fut-de-chene-aop-coteaux-du-languedoc-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/19/ca/db/19cadb32ced7eb955178162733773b82.jpg,985,,,5,1,В наявності,,Вино,
"Вино Power Of Love Rose IGP Pays D'Oc, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-power-of-love-rose-igp-pays-doc-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/78/43/f4/7843f4f1-32c4-4f1a-ad5f-f487e7f7f42c.jpg,509,,,,,В наявності,,Вино,
"Вино Chateau Beau Renard Rose Pica Blanca AOP Languedoc, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-chateau-beau-renard-rose-pica-blanca-aop-languedoc-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/11/bc/2f/11bc2f08-dd65-42e5-be1a-18bbb364c293.jpg,649,,,,,В наявності,,Вино,
"Вино Clos des 3 Chenes AOP Montpeyroux, червоне, сухе, 0.75 л",https://maudau.com.ua/product/vyno-clos-des-3-chenes-2017-aop-montpeyroux-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/fc/88/a3/fc88a342e13204e20a29f88c1d401b5b.jpg,859,,,,,В наявності,,Вино,
"Вино Domaine Trialbe Coeur De Granite 2021 AOP La Clape, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-domaine-trialbe-coeur-de-granite-2021-aop-la-clape-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/16/de/0d/16de0dbf8e34348c058241ca2a342c06.jpg,724,,,,,В наявності,,Вино,
"Вино Chapelle Saint Nazaire Plan De Dieu 2017 AOP Cotes du Rhone Village, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-chapelle-saint-nazaire-plan-de-dieu-2017-aop-cotes-du-rhone-village-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/02/53/84/0253841cf54081e6f618cd01fb773629.jpg,789,,,,,В наявності,,Вино,
"Вино Schisteil Blanc AOP Saint Chinian, біле, сухе, 0.75 л",https://maudau.com.ua/product/vyno-schisteil-blanc-aop-saint-chinian-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/ae/b2/4e/aeb24e88-64b6-451b-b0ff-70f776e5e1fe.jpg,524,,,5,1,В наявності,,Вино,
"Вино Terre De Louis J'adore Vin de France, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-terre-de-louis-jadore-vin-de-france-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/f4/7e/36/f47e3699-c532-41b5-ab11-4e06a21af878.jpg,715,,,,,В наявності,,Вино,
"Вино Dome de Pierregrise Rouge 2020 AOP Faugeres, червоне, сухе, 0.75 л",https://maudau.com.ua/product/vyno-dome-de-pierregrise-rouge-2020-aop-faugeres-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/14/51/58/145158e3355f23a8c8bff23d2c61655b.jpg,569,,,,,В наявності,,Вино,
"Вино Les Abeilles Rouge 2021 AOP Collioure, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-les-abeilles-rouge-2021-aop-collioure-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/79/b7/19/79b719e0-8c04-4898-880e-a75028ab25c7.jpg,714,,,,,В наявності,,Вино,
"Вино Baie Des Anges Rose Pays du Var IGP, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-baie-des-anges-rose-pays-du-var-igp-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/3c/bf/dd/3cbfddb062558db4948a086cdf457818.jpg,399,,,,,В наявності,,Вино,
"Вино Baie Des Anges Blanc AOP Cotes de Provence, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-baie-des-anges-blanc-aop-cotes-de-provence-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/d1/76/9a/d1769af83056eadee9d32bc0cdf006d4.jpg,584,,,5,1,В наявності,,Вино,
"Вино Garoloup Danse Avec Les Loups, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-garoloup-danse-avec-les-loups-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/33/f7/b2/33f7b2b0-185c-425a-8a63-5e22ff2fc3b0.jpg,829,,,,,В наявності,,Вино,
"Вино Talamanca Sauvignon Blanc DO, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-talamanca-sauvignon-blanc-do-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/db/40/8e/db408e6e-5f04-400c-baa5-5aec84bde885,425,,,,,В наявності,,Вино,
"Вино Twin Rivers Shiraz, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-twin-rivers-shiraz-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/83/ba/ab/83baab307975368fd66ea1ea638cfb63.jpg,269,415,146,5,1,В наявності,,Вино,35
"Вино Salcuta Epizod Pinot Gris, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-salcuta-epizod-pinot-gris-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/7b/08/9b/7b089b66176d90c08d7b98c2daf7a720.jpg,299,372,73,,,В наявності,,Вино,20
"Вино Corte Dei Mori Petit Verdot Terre Siciliane IGT, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-corte-dei-mori-petit-verdot-terre-siciliane-igt-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/a4/22/41/a42241d4-5c1d-45cb-a0a0-354fd40398fd.jpg,449,,,,,В наявності,,Вино,
"Вино Torre Saracena Nero d'Avola, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-torre-saracena-nero-davola-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/cd/64/de/cd64de781a4578ca8c82cceb9b38eab0.jpg,300,391,91,,,В наявності,,Вино,23
"Вино Domaine Lasserre Igp Coteaux De Beziers, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-domaine-lasserre-igp-coteaux-de-beziers-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/ee/b3/c9/eeb3c902-799e-4453-8381-467b3dc9d460,444,,,,,В наявності,,Вино,
"Вино Maison Castel Bordeaux Sauvignon Blanc, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-maison-castel-bordeaux-sauvignon-blanc-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/a6/1a/43/a61a439b-3c33-45d9-ae0d-fddbc8cff2cd.jpg,387,409,22,5,1,В наявності,,Вино,5
"Вино Vesevo Beneventano Aglianico IPG, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-vesevo-beneventano-aglianico-ipg-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/84/27/51/8427517b84679b1f4bfb803340ce3b40.jpg,453,,,,,В наявності,,Вино,
"Вино Fidora Veneto Bianco, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-fidora-veneto-bianco-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/c9/29/e1/c929e176-7654-47c8-8699-5da9ebb70dab.jpg,379,,,5,2,В наявності,,Вино,
"Вино Arinzano Hacienda de Arinzano White, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-arinzano-hacienda-de-arinzano-white-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/75/04/98/750498e3-2780-4ee4-9bed-14f468dde360,699,,,5,1,В наявності,,Вино,
"Вино Frescobaldi Attems Sauvignon Blanc, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-frescobaldi-attems-sauvignon-blanc-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/71/9b/d2/719bd2f1-4910-4e6d-8dd2-7a87a0305d4b,795,939,144,,,В наявності,,Вино,15
Вино Jean-Philippe Janoueix Chateau Croix Mouton 2018 червоне сухе 0.75 л,https://maudau.com.ua/product/vyno-jean-philippe-janoueix-chateau-croix-mouton-2018-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/e6/d8/e5/e6d8e52e-ee89-4597-b5b4-cfce0ee5c874,685,880,195,,,В наявності,,Вино,22
"Вино Heaven Chenin Blanc, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-heaven-chenin-blanc-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/ee/9b/ce/ee9bce21-8dbd-44e0-897b-047111680a9c.jpg,246,,,,,В наявності,,Вино,
Вино Lozano Rosa Organica рожеве сухе 0.75 л,https://maudau.com.ua/product/vyno-lozano-rosa-organica-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/5c/94/34/5c9434abe4789405dfa23c10a2ea4182.jpg,453,554,101,,,В наявності,,Вино,18
"Вино Maison Sichel Bordeaux Rouge AOC, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-maison-sichel-bordeaux-rouge-aoc-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/db/6d/8a/db6d8ae55810c006128ecc9ad611eaf5.jpg,341,399,58,,,В наявності,,Вино,15
"Вино Rene Mure Alsace, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-rene-mure-alsace-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/16/8b/28/168b28b76d7c7fa11869f94bdfce3ede.jpg,496,,,,,В наявності,,Вино,
"Вино Messer del Fauno Terre Siciliane Bianco Grillo, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-messer-del-fauno-terre-siciliane-bianco-grillo-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/6f/d8/94/6fd894df3763f9524eddb0fa6e26ee90.jpg,245,,,,,В наявності,,Вино,
"Вино Altefrange Piemonte Dolcetto DOC красное сухое 0,75 л",https://maudau.com.ua/product/vyno-altefrange-piemonte-dolcetto-doc-krasnoe-sukhoe-075-l,https://image.maudau.com.ua/webp/size/lg/products/6b/9c/64/6b9c6427-2e18-45b7-96a7-9ebae5355447,239,270,31,,,В наявності,,Вино,11
"Вино Cambria Katherine's Vineyard Chardonnay 2021, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-cambria-katherines-vineyard-chardonnay-2021-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/df/1b/b5/df1bb5b1-5171-4ccf-a709-0b1bce172377.jpg,1299,,,,,В наявності,,Вино,
"Вино Cheteau des Serapin Cotes Du Rhone, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-cheteau-des-serapin-cotes-du-rhone-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/fc/d7/dd/fcd7ddae-8bd8-483f-9750-134f88fbfdbb.png,292,,,5,1,В наявності,,Вино,
"Вино Chateau Cabanes AOP Bordeaux, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-chateau-cabanes-aop-bordeaux-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/81/4c/d2/814cd2a270ea9812607d0d56da00049c.jpg,469,,,,,В наявності,,Вино,
"Вино Chаteau Melin Cadet Courreau AOP Bordeaux 2018, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-chateau-melin-cadet-courreau-aop-bordeaux-2018-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/ef/e1/14/efe1147777e8b5c97d06f5d1b4d71f3a.jpg,419,,,,,В наявності,,Вино,
"Вино Castillo de Monjardin Chardonnay Barrica, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-castillo-de-monjardin-chardonnay-barrica-beloe-sukhoe-075-l,https://image.maudau.com.ua/webp/size/lg/products/63/81/65/63816560-e515-41e3-a9c1-9f9f832f5c99,484,614,130,,,В наявності,,Вино,21
"Вино Muga Rioja Blanco, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-muga-rioja-blanco-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/07/a5/f3/07a5f3ae-03ac-4766-bcff-33c37f3166e8,629,680,51,5,1,В наявності,,Вино,7
"Вино Tussock Jumper Malbec, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-tussock-jumper-malbec-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/f9/00/71/f90071ee-46fa-494a-9b8c-292eb2beec86,449,743,294,,,В наявності,,Вино,40
"Вино Donnafugata Sherazade, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-donnafugata-sherazade-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/ae/85/3b/ae853b9b-7e57-468b-9e0f-bc8076c54b47.jpg,999,1543,544,,,В наявності,,Вино,35
