title,brand,price,old_price,discount_percent,rating,reviews_count,availability,url,image,badges
Антивіковий зволожувальний денний крем для шкіри обличчя L'Oreal Paris Вік Експерт 35+ проти зморшок 50 мл (3600524032616),Антивіковий,244,320,24,4.4,80,Невідомо,https://rozetka.com.ua/ua/loreal_3600522263876/p2214862/,https://content2.rozetka.com.ua/goods/images/big_tile/437881485.jpg,АКЦІЯ
Очищувальна зволожувальна емульсія CeraVe для нормальної та сухої шкіри обличчя та тіла 88 мл (3337875597326),Очищувальна,231,265,13,4.7,133,Невідомо,https://rozetka.com.ua/ua/cerave-3337875597326/p497631424/,https://content2.rozetka.com.ua/goods/images/big_tile/545462691.jpg,АКЦІЯ
Поживний крем для обличчя Himalaya Herbals 150 мл (8901138506384),Поживний,75,89,16,4.8,101,Є в наявності,https://rozetka.com.ua/ua/himalaya_herbals_8901138506384/p6927133/,https://content1.rozetka.com.ua/goods/images/big_tile/305682532.jpg,−16%
Пігментний відбілюючий крем з гідрохіноном 4% Abbott (Hydroquinone Cream USP Melalite Forte) для обличчя 30г Індія (24052026),Пігментний,325,400,19,4.1,31,Невідомо,https://rozetka.com.ua/ua/275186823/p275186823/,https://content2.rozetka.com.ua/goods/images/big_tile/263625958.jpg,−19%
Пребіотичний зволожувальний крем La Roche-Posay Toleriane Sensitive Зменшення чутливості шкіри 40 мл (3337875578486),Пребіотичний,720,745,3,4.6,36,Невідомо,https://rozetka.com.ua/ua/la_roche_posay_3337875578486/p71493040/,https://content1.rozetka.com.ua/goods/images/big_tile/482337367.jpg,
Антивіковий крем Vichy Ліфтактив Колаген Спеціаліст для корекції видимих ознак старіння шкіри обличчя 50 мл (3337875607254),Антивіковий,1499,1668,10,4.5,41,Невідомо,https://rozetka.com.ua/ua/vichy_3337875607254/p137220691/,https://content1.rozetka.com.ua/goods/images/big_tile/614621562.jpg,АКЦІЯ
Денний зволожувальний крем CeraVe для нормальної та сухої шкіри обличчя із SPF30 52 мл (3337875840620),Денний,655,682,4,4.4,75,Невідомо,https://rozetka.com.ua/ua/cerave_3337875597487/p270181621/,https://content2.rozetka.com.ua/goods/images/big_tile/482235961.jpg,АКЦІЯ
Гель-крем потрійної дії La Roche-Posay Effaclar Duo + M для Корекції недоліків проблемної шкіри та Запобігання їх повторній появі 40 мл (3337875863377),Гель-крем,585,618,5,4.7,165,Готово до відправки,https://rozetka.com.ua/ua/la_roche_posay_3337875598071/p48921374/,https://content2.rozetka.com.ua/goods/images/big_tile/482236028.jpg,
Нічна крем-маска для шкіри обличчя L'Oreal Paris Гіалурон Експерт Відновлювальний Зволожувальний Догляд 50 мл (3600523775620),Нічна,305,400,24,4.8,58,Готово до відправки,https://rozetka.com.ua/ua/loreal_paris_3600523775620/p100861795/,https://content.rozetka.com.ua/goods/images/big_tile/306838549.jpg,АКЦІЯ
Гель Bioderma Sensibio Очисний 200 мл (3701129812037),Гель,585,668,12,4.8,46,Невідомо,https://rozetka.com.ua/ua/bioderma_3401381507565/p68832633/,https://content2.rozetka.com.ua/goods/images/big_tile/620364681.jpg,−12%
Нічна маска для губ Laneige Lip Sleeping Mask Berry Лісові ягоди 3 г (8809643053271/2201401696016),Нічна,185,225,18,4.3,216,Невідомо,https://rozetka.com.ua/ua/laneige_8809643053271/p281235338/,https://content2.rozetka.com.ua/goods/images/big_tile/439904779.jpg,−18%
