title,url,image,price,old_price,discount_amount_uah,rating,reviews_count,availability,badges,brand,discount_percent
М'який очищувальний гель Himalaya Herbals з глиною 75 мл,https://epicentrk.ua/ua/shop/miakyi-ochyshchuvalnyi-hel-himalaya-herbals-z-hlynoiu-75-ml.html,https://cdn.27.ua/190/7d/63/6978915_3.jpeg,88,177,88,,,В наявності,Акція -50%,Himalaya Herbals,50
Гель міцелярний BIOTEN Гідро Ікс Селл 200 мл,https://epicentrk.ua/ua/shop/hel-mitseliarnyi-bioten-hidro-iks-sell-200-ml.html,https://cdn.27.ua/190/0f/25/7671589_2.jpeg,156,215,59,,,В наявності,-27%,BIOTEN,27
Гель для вмивання Weleda Men 2 в 1 100 мл,https://epicentrk.ua/ua/shop/hel-dlia-vmyvannia-weleda-men-2-v-1-100-ml.html,https://cdn.27.ua/190/c6/25/8373797_1.jpeg,366,,,,,В наявності,1+1=3,Weleda,
Гель Dr. Sante Pure Cоde 200 мл,https://epicentrk.ua/ua/shop/gel-dr-sante-pure-code-200-ml.html,https://cdn.27.ua/190/16/27/988711_1.jpeg,109,,,,,В наявності,,Dr. Sante,
Гель очищувальний Mixa з саліциловою кислотою та скваланом проти недоліків шкіри обличчя 150 мл,https://epicentrk.ua/ua/shop/hel-ochyshchuvalnyi-mixa-z-salitsylovoiu-kyslotoiu-ta-skvalanom-proty-nedolikiv-shkiry-oblychchia-150-ml.html,https://cdn.27.ua/190/a5/f3/9086451_2.jpeg,251,335,84,,,В наявності,Акція -25%,Mixa,25
Очищувальний засіб L'Oreal Paris Bright Reveal для шкіри обличчя 150 мл,https://epicentrk.ua/ua/shop/ochyshchuvalnyi-zasib-loreal-paris-bright-reveal-dlia-shkiry-oblychchia-150-ml.html,https://cdn.27.ua/190/37/4d/8664909_2.jpeg,267,356,89,,,В наявності,Акція -24%,L'Oreal Paris,25
Гель Ren Rosa Centifolia Cleansing 150 мл,https://epicentrk.ua/ua/shop/hel-ren-rosa-centifolia-cleansing-150-ml.html,https://cdn.27.ua/190/06/98/2754200_1.jpeg,1284,,,,,В наявності,1+1=3,Ren,
Гель для вмивання Владіком з вітаміном Е для всіх типів шкіри 200 мл,https://epicentrk.ua/ua/shop/hel-dlia-vmyvannia-vladikom-z-vitaminom-e-dlia-vsikh-typiv-shkiry-200-ml.html,https://cdn.27.ua/190/da/27/7854631_1.jpeg,73,95,21,,,В наявності,-22%,Владіком,23
Гель Nivea Derma Skin Clear 150 мл,https://epicentrk.ua/ua/shop/hel-nivea-derma-skin-clear-150-ml.html,https://cdn.27.ua/190/c5/29/7390505_1.jpeg,189,252,63,,,В наявності,Акція -24%,NIVEA,25
Гель для вмивання Beautyderm Lavender з екстрактами лаванди та центелли азіатської 150 мл,https://epicentrk.ua/ua/shop/gel-dlya-umyvaniya-beauty-derm-lavender-s-ekstraktami-lavandy-i-aziatskoy-tsentelly-150-ml.html,https://cdn.27.ua/190/f4/d1/6550737_4.jpeg,66,110,44,,,В наявності,-40%,Гель,40
Гель для вмивання Bioton Nature для всіх типів шкіри 300 мл,https://epicentrk.ua/ua/shop/gel-dlya-umyvaniya-bioton-nature-dlya-vsekh-tipov-kozhi-300-ml.html,https://cdn.27.ua/190/96/d8/3970776_1.jpeg,105,,,,,В наявності,Акція ,Bioton,
Гель міцелярний Чистая Линия Natura 120 мл,https://epicentrk.ua/ua/shop/gel-mitsellyarnyy-chistaya-liniya-natura-120-ml.html,https://cdn.27.ua/190/a3/1e/3253022_2.jpeg,79,,,,,В наявності,,Чистая Линия,
Гель для вмивання Family Doctor для всіх типів шкіри 265 мл,https://epicentrk.ua/ua/shop/gel-dlya-umyvaniya-family-doctor-dlya-vsekh-tipov-kozhi-265-ml.html,https://cdn.27.ua/190/2c/75/339061_3.jpeg,73,,,,,В наявності,,Family Doctor,
Пудра ензимна з вулканічним пилом Smart4Derma Pozzolan enzyme powder black cleanser Acne Balance 80 г (14540608),https://epicentrk.ua/ua/shop/mplc-pudra-enzimna-z-vulkanicnim-pilom-smart4derma-pozzolan-enzyme-powder-black-cleanser-acne-balance-80-g-14540608-1eedb8d5-6f57-659e-9ba4-b530b09c1076.html,https://cdn.27.ua/sc--media--prod/default/ec/5b/53/ec5b5397-3aa9-4eed-8ef5-2a80bbb68253.png,490,,,,,В наявності,,Пудра,
Желе для вмивання Caudalie Чиста шкіра 385 мл,https://epicentrk.ua/ua/shop/zhele-dlia-vmyvannia-caudalie-chysta-shkira-385-ml.html,https://cdn.27.ua/190/a6/72/9741938_3.jpeg,1299,,,,,В наявності,1+1=3,Желе,
Гель очищувальний BIOTEN Гілаурон Голд 200 мл,https://epicentrk.ua/ua/shop/hel-ochyshchuvalnyi-bioten-hilauron-hold-200-ml.html,https://cdn.27.ua/190/0e/fb/7671547_1.jpeg,156,215,59,,,В наявності,-27%,BIOTEN,27
Гель для вмивання TRANSPARENT-LAB Blemish control BHA cleanser 150 мл,https://epicentrk.ua/ua/shop/hel-dlia-vmyvannia-transparent-lab-blemish-control-bha-cleanser-150-ml.html,https://cdn.27.ua/190/47/2f/7161647_1.jpeg,1035,,,,,В наявності,1+1=3,TRANSPARENT Lab,
Гель для вмивання Nivea Освіжаючий 150 мл,https://epicentrk.ua/ua/shop/gel-dlya-umyvaniya-nivea-osvezhayushchiy.html,https://cdn.27.ua/190/93/0c/103180_14.jpeg,155,207,51,,,В наявності,-25%,NIVEA,25
Очищувальний засіб Marie Fresh для всіх типів шкіри 100 мл,https://epicentrk.ua/ua/shop/ochyshchuvalnyi-zasib-marie-fresh-dlia-vsikh-typiv-shkiry-100-ml.html,https://cdn.27.ua/190/e5/f9/7529977_1.jpeg,750,,,,,В наявності,1+1=3,Marie Fresh,
Гель для вмивання Nivea Матуючий 150 мл,https://epicentrk.ua/ua/shop/gel-dlya-umyvaniya-nivea-ochishchayushchiy.html,https://cdn.27.ua/190/93/0d/103181_13.jpeg,155,207,51,,,В наявності,-25%,NIVEA,25
Пінка Marie Fresh foam for oilly and combination skin 160 мл 220 г,https://epicentrk.ua/ua/shop/pinka-marie-fresh-foam-for-oilly-and-combination-skin-160-ml-220-h.html,https://cdn.27.ua/190/e5/db/7529947_1.jpeg,530,,,,,В наявності,1+1=3,Marie Fresh,
Гель Зеленая аптека Шавлія 270 мл,https://epicentrk.ua/ua/shop/gel-dlya-umyvaniya-zelenaya-apteka-shalfey-370-ml.html,https://cdn.27.ua/190/a3/05/303877_4.jpeg,90,,,,,В наявності,,Зеленая аптека,
Пінка для вмивання Marie Fresh foam for problem skin 160 мл,https://epicentrk.ua/ua/shop/pinka-dlia-vmyvannia-marie-fresh-foam-for-problem-skin-160-ml.html,https://cdn.27.ua/190/e5/ed/7529965_1.jpeg,530,,,,,В наявності,1+1=3,Marie Fresh,
Гель очищувальний Alma K. Delicate Cleansing Gel 125 мл,https://epicentrk.ua/ua/shop/hel-ochyshchuvalnyi-alma-k-delicate-cleansing-gel-125-ml.html,https://cdn.27.ua/190/d7/45/7198533_1.jpeg,681,,,,,В наявності,1+1=3,Alma K.,
Гель для вмивання Biogened кремовий 200 мл,https://epicentrk.ua/ua/shop/gel-dlya-umyvaniya-dermedic-kremovyy-200-ml.html,https://cdn.27.ua/190/61/6d/549229_1.jpeg,393,,,,,В наявності,1+1=3,Гель,
Пінка для вмивання HOLLYSKIN Glycolic AHA Acid Foaming Facial Cleanser 150 мл,https://epicentrk.ua/ua/shop/pinka-dlia-vmyvannia-hollyskin-glycolic-aha-acid-foaming-facial-cleanser-150-ml.html,https://cdn.27.ua/190/b0/a9/7450793_1.jpeg,252,,,,,В наявності,1+1=3,Пінка,
Гель для вмивання Ziaja Листя мануки 200 мл,https://epicentrk.ua/ua/shop/gel-dlya-litsa-ziaja-ochishchayushchiy-listya-manuki.html,https://cdn.27.ua/190/2b/2a/207658_7.jpeg,178,,,,,В наявності,,Ziaja,
Пінка для вмивання Triuga Herbal для жирної шкіри (Капха) 200 мл,https://epicentrk.ua/ua/shop/penka-dlya-umyvaniya-triuga-herbal-dlya-zhirnoy-kozhi-kapkha-200-ml.html,https://cdn.27.ua/190/c2/35/6537781_1.jpeg,136,,,,,В наявності,,TRIUGA,
